systems_impacted,num_files_changed,deployment_hour,deployment_day,engineer_experience,historical_failures,dependency_count,rollback_required,test_coverage,change_type,change_failed
5,80,7,Friday,3,0,10,0,74,Infrastructure,0
12,41,14,Tuesday,2,4,2,1,63,Application,1
12,74,14,Friday,4,3,9,0,88,Application,1
12,24,17,Thursday,9,1,7,1,81,Application,1
5,82,6,Monday,10,0,6,1,50,Infrastructure,0
7,49,21,Friday,5,3,2,0,59,Infrastructure,0
4,18,17,Tuesday,1,5,3,0,49,Infrastructure,0
6,7,15,Friday,11,3,3,1,89,Infrastructure,0
13,4,1,Friday,3,4,11,0,60,Database,1
4,90,3,Wednesday,9,4,9,0,67,Network,0
14,69,19,Wednesday,7,1,6,0,67,Application,0
3,60,15,Thursday,3,1,7,1,94,Infrastructure,0
7,55,2,Thursday,1,1,3,0,66,Application,0
8,16,23,Sunday,4,1,7,1,72,Database,1
4,99,22,Friday,9,4,0,0,43,Infrastructure,0
13,90,1,Monday,12,2,8,0,74,Database,1
2,82,2,Saturday,7,4,6,1,59,Infrastructure,0
12,29,4,Thursday,5,2,3,1,45,Application,0
10,23,1,Friday,13,4,7,0,97,Network,1
14,14,18,Friday,11,5,11,1,45,Database,1
3,79,23,Saturday,14,4,9,1,99,Network,1
1,49,19,Friday,6,1,1,0,56,Database,0
8,33,1,Saturday,1,2,7,0,58,Infrastructure,0
3,25,1,Saturday,7,3,9,1,88,Network,0
12,21,21,Sunday,12,5,5,0,100,Application,1
10,17,23,Friday,5,3,6,1,56,Application,1
7,23,22,Sunday,7,5,6,1,88,Network,1
10,57,19,Friday,5,3,1,1,42,Application,0
5,81,17,Wednesday,5,1,10,0,85,Application,0
10,58,19,Saturday,3,3,1,1,73,Infrastructure,0
5,14,20,Tuesday,5,4,3,0,99,Network,0
14,93,13,Saturday,8,1,5,1,43,Network,0
7,20,14,Tuesday,14,3,3,1,62,Database,0
9,30,11,Friday,8,1,5,1,98,Infrastructure,0
12,19,10,Thursday,2,4,4,0,98,Application,0
5,53,10,Monday,11,1,5,0,57,Database,0
1,56,6,Sunday,1,3,8,1,73,Network,0
10,77,11,Friday,2,1,5,1,68,Database,0
10,82,15,Monday,11,5,5,0,99,Network,1
1,23,4,Wednesday,7,0,10,1,83,Application,0
2,62,1,Tuesday,3,3,10,0,54,Infrastructure,0
14,33,21,Sunday,8,4,7,1,84,Infrastructure,1
6,18,15,Wednesday,4,2,4,1,50,Application,0
9,73,22,Thursday,10,1,4,0,78,Database,0
8,33,14,Thursday,10,5,9,0,99,Database,1
13,32,10,Saturday,8,1,10,0,48,Infrastructure,1
5,61,5,Sunday,14,3,0,1,98,Database,0
1,54,12,Sunday,2,5,5,1,86,Application,0
13,17,18,Sunday,13,3,0,0,74,Network,0
7,19,9,Friday,14,0,10,1,49,Database,1
5,91,23,Saturday,5,4,7,1,79,Infrastructure,1
6,70,18,Thursday,6,5,9,1,77,Infrastructure,1
13,99,4,Thursday,1,5,8,0,68,Application,1
7,34,20,Saturday,14,1,5,0,85,Infrastructure,0
3,84,6,Wednesday,1,1,8,1,45,Application,0
12,25,10,Monday,14,2,1,1,58,Database,0
10,68,13,Tuesday,9,5,8,1,65,Database,1
3,74,22,Thursday,5,1,3,0,48,Database,0
5,74,20,Saturday,14,1,2,0,80,Application,0
6,88,15,Thursday,4,0,0,0,91,Infrastructure,0
9,85,17,Wednesday,14,2,0,0,87,Application,0
13,11,20,Sunday,1,1,7,0,84,Database,0
14,91,22,Sunday,3,1,1,1,52,Database,1
12,16,22,Tuesday,13,4,0,1,65,Database,1
5,90,3,Sunday,4,5,1,0,83,Database,0
1,61,0,Sunday,11,1,2,0,93,Database,0
14,94,21,Wednesday,11,0,3,0,92,Application,0
14,80,14,Monday,5,1,10,0,59,Database,1
14,7,13,Wednesday,14,5,8,1,41,Application,1
4,16,18,Tuesday,10,1,6,1,43,Application,0
5,99,4,Sunday,12,3,11,1,46,Database,1
12,16,3,Tuesday,14,1,4,1,58,Database,0
10,40,12,Thursday,5,2,4,0,74,Network,0
10,12,17,Monday,10,5,5,0,50,Database,1
5,35,11,Friday,8,5,0,0,58,Application,0
7,21,22,Thursday,13,3,5,1,71,Infrastructure,1
4,50,20,Sunday,13,2,10,1,96,Application,0
1,43,14,Saturday,3,2,5,1,53,Database,0
14,17,22,Wednesday,7,5,10,1,88,Application,1
14,32,8,Wednesday,14,0,4,1,44,Infrastructure,1
5,41,3,Tuesday,13,1,9,0,64,Infrastructure,0
7,6,4,Saturday,6,2,8,1,53,Infrastructure,1
10,88,8,Tuesday,10,1,9,1,78,Application,1
10,27,12,Saturday,11,1,9,1,51,Infrastructure,1
6,20,9,Tuesday,10,0,4,0,99,Infrastructure,0
5,25,15,Friday,10,0,8,1,88,Application,0
4,66,12,Friday,11,2,9,1,59,Database,1
2,9,3,Thursday,6,2,6,0,93,Infrastructure,0
4,92,20,Friday,10,5,2,0,92,Network,0
10,53,12,Saturday,9,3,10,0,57,Network,1
10,61,20,Tuesday,14,1,8,1,40,Application,1
3,38,7,Saturday,7,5,9,1,82,Infrastructure,1
10,3,12,Thursday,13,1,6,1,43,Application,1
1,84,14,Thursday,11,0,3,1,51,Database,0
8,70,19,Sunday,7,0,11,0,65,Application,1
5,97,19,Monday,11,5,8,0,71,Application,1
13,55,12,Friday,14,2,5,0,76,Network,1
4,1,22,Wednesday,1,3,8,0,54,Infrastructure,0
8,70,4,Wednesday,1,3,3,1,91,Application,0
7,45,21,Monday,9,0,9,0,74,Network,0
2,98,21,Tuesday,9,0,1,1,65,Database,0
1,47,5,Monday,12,3,8,1,54,Application,0
12,79,4,Tuesday,11,3,9,0,47,Application,1
11,26,12,Friday,10,2,11,1,67,Application,1
4,14,4,Friday,3,3,3,1,69,Database,0
8,54,12,Thursday,11,1,10,1,93,Network,0
12,71,23,Thursday,11,3,1,0,82,Database,0
2,46,19,Thursday,8,4,6,1,83,Application,0
3,31,22,Thursday,9,3,6,1,42,Network,0
12,88,7,Wednesday,1,0,4,1,45,Application,0
1,59,8,Sunday,12,0,4,0,70,Network,0
1,95,20,Thursday,14,4,7,1,65,Application,0
13,29,18,Thursday,3,1,5,1,47,Network,0
3,96,19,Thursday,13,3,0,1,78,Infrastructure,0
11,17,14,Tuesday,6,3,10,0,68,Database,1
5,14,21,Saturday,4,4,11,0,56,Application,1
12,36,9,Thursday,8,2,3,0,55,Network,0
3,58,10,Monday,9,2,0,1,93,Application,0
1,24,4,Thursday,7,1,4,1,88,Network,0
1,63,8,Thursday,11,3,4,1,84,Database,0
8,91,10,Wednesday,1,3,3,1,43,Infrastructure,0
10,25,18,Saturday,14,3,8,1,49,Application,1
11,59,1,Thursday,2,0,7,0,55,Network,0
12,32,5,Saturday,1,5,9,0,58,Database,1
13,82,22,Tuesday,9,2,2,1,78,Infrastructure,0
13,18,20,Friday,4,5,4,0,89,Database,1
12,37,0,Saturday,10,4,5,0,52,Database,1
14,26,2,Saturday,14,5,4,1,99,Application,1
2,9,2,Thursday,8,0,7,1,43,Database,0
13,99,13,Sunday,5,0,4,0,71,Application,0
3,64,19,Thursday,5,2,7,0,92,Infrastructure,0
2,72,21,Thursday,5,3,9,1,57,Application,0
3,20,4,Wednesday,11,1,9,1,55,Database,0
7,54,16,Sunday,5,5,2,1,64,Database,0
1,86,14,Friday,3,4,4,0,89,Network,0
10,83,5,Wednesday,6,2,3,0,55,Database,0
8,30,13,Wednesday,14,1,10,1,61,Application,1
13,53,13,Wednesday,1,2,5,1,99,Infrastructure,0
10,92,16,Sunday,8,2,2,1,63,Network,0
10,99,7,Tuesday,13,2,11,1,67,Infrastructure,1
10,63,7,Friday,4,2,9,1,62,Database,1
14,11,18,Tuesday,6,3,3,0,93,Network,0
2,31,8,Tuesday,2,0,10,0,95,Application,0
3,49,10,Friday,2,5,3,1,60,Database,0
9,94,12,Tuesday,8,2,4,1,97,Application,0
7,87,12,Sunday,14,1,10,1,48,Infrastructure,1
4,19,23,Friday,1,5,5,0,41,Network,1
10,12,18,Saturday,8,1,1,1,77,Application,0
5,15,20,Saturday,10,1,9,0,67,Application,0
2,31,18,Thursday,10,0,11,0,65,Database,0
13,43,4,Wednesday,1,0,7,1,99,Application,0
11,37,15,Saturday,9,1,3,1,99,Network,0
13,79,8,Saturday,1,3,6,1,66,Infrastructure,1
8,29,19,Tuesday,4,0,6,1,94,Infrastructure,0
4,26,21,Friday,9,0,11,1,64,Network,1
9,2,2,Monday,1,3,9,0,60,Network,1
5,84,18,Tuesday,9,2,10,0,77,Infrastructure,0
13,15,4,Tuesday,14,0,10,1,64,Database,1
9,4,7,Sunday,8,5,1,1,97,Application,0
4,86,13,Friday,5,1,6,1,77,Application,0
10,50,23,Monday,6,1,11,1,85,Database,1
5,38,2,Monday,5,3,0,1,50,Infrastructure,0
9,23,23,Thursday,4,1,11,0,67,Infrastructure,1
8,59,12,Tuesday,12,4,1,0,88,Database,0
3,90,10,Sunday,10,1,4,0,75,Database,0
1,75,7,Wednesday,14,3,7,0,43,Network,0
3,28,18,Saturday,13,3,11,1,58,Network,1
4,66,9,Tuesday,12,3,6,1,63,Infrastructure,0
2,8,17,Wednesday,4,5,2,1,61,Infrastructure,0
1,29,17,Wednesday,14,4,9,0,94,Application,0
7,11,6,Friday,10,0,8,0,87,Infrastructure,0
8,18,15,Tuesday,8,2,11,1,64,Infrastructure,1
7,55,5,Friday,8,1,4,0,47,Application,0
14,50,15,Thursday,9,5,2,1,90,Network,1
5,14,15,Wednesday,3,0,6,1,59,Database,0
12,74,22,Monday,10,3,3,1,40,Application,1
1,99,23,Wednesday,8,0,0,1,43,Application,0
7,9,0,Thursday,3,0,4,0,51,Infrastructure,0
13,99,23,Wednesday,2,4,10,1,64,Database,1
7,11,18,Friday,2,3,7,1,60,Infrastructure,1
9,63,2,Tuesday,9,5,11,1,58,Database,1
3,76,5,Monday,4,5,3,1,73,Application,0
9,67,3,Friday,5,3,6,1,45,Database,1
14,53,3,Saturday,2,1,7,0,91,Infrastructure,0
1,39,3,Tuesday,9,5,8,1,93,Database,0
1,78,9,Monday,7,5,10,1,74,Database,1
14,56,8,Thursday,3,1,8,0,42,Database,1
4,28,7,Wednesday,6,1,4,1,72,Infrastructure,0
9,75,18,Monday,7,5,5,1,48,Application,1
6,39,16,Sunday,14,5,6,1,46,Network,1
13,25,16,Saturday,12,5,9,1,80,Application,1
11,21,0,Thursday,6,1,1,1,66,Database,0
3,10,19,Tuesday,10,5,8,1,40,Network,1
1,43,13,Sunday,11,0,0,1,79,Database,0
4,15,21,Monday,10,0,5,0,57,Database,0
12,83,19,Thursday,6,1,5,1,74,Application,0
13,48,10,Tuesday,13,1,6,1,56,Infrastructure,1
9,86,2,Sunday,8,1,1,1,78,Database,0
3,21,23,Sunday,14,2,5,0,99,Database,0
12,60,7,Friday,8,1,5,1,50,Database,0
9,96,21,Wednesday,5,2,8,1,76,Application,0
7,50,9,Thursday,14,1,7,1,84,Network,0
12,23,16,Sunday,4,3,4,0,50,Application,0
14,13,7,Friday,11,4,6,1,42,Network,1
4,69,21,Saturday,5,5,6,0,52,Infrastructure,0
3,4,0,Saturday,9,5,4,0,91,Database,0
10,92,19,Tuesday,12,0,6,1,99,Database,0
5,78,20,Sunday,10,3,2,1,67,Application,0
5,72,6,Sunday,6,4,6,0,97,Application,0
3,9,23,Monday,3,5,5,1,77,Network,1
12,35,8,Sunday,3,5,11,0,93,Database,1
9,21,11,Wednesday,14,2,5,1,86,Network,0
4,58,21,Tuesday,1,0,1,0,73,Database,0
11,18,8,Thursday,5,2,1,0,94,Database,0
5,97,19,Sunday,6,2,6,1,67,Application,0
4,72,23,Wednesday,8,0,0,0,100,Database,0
5,81,2,Sunday,11,4,8,1,41,Infrastructure,1
7,43,3,Friday,9,0,2,0,96,Application,0
9,95,9,Wednesday,7,1,5,0,85,Infrastructure,0
7,98,3,Friday,1,2,2,1,41,Infrastructure,0
13,6,21,Tuesday,7,1,11,0,76,Network,1
5,86,8,Sunday,10,0,8,0,55,Network,0
10,78,21,Monday,9,0,9,1,47,Network,1
10,67,0,Saturday,4,5,11,0,79,Application,1
7,12,4,Wednesday,11,4,6,0,100,Database,0
14,12,8,Monday,12,2,0,0,50,Infrastructure,0
10,66,4,Monday,7,3,3,0,84,Network,0
5,2,5,Saturday,9,0,4,0,54,Network,0
3,15,18,Wednesday,1,5,6,1,43,Database,1
7,23,7,Sunday,12,3,6,1,62,Network,1
13,29,9,Wednesday,10,2,4,1,47,Infrastructure,1
11,81,10,Monday,9,1,11,0,55,Application,1
11,96,12,Thursday,4,2,0,1,55,Network,0
2,7,19,Thursday,12,4,4,0,63,Database,0
12,94,3,Wednesday,8,3,4,1,92,Infrastructure,1
9,28,10,Monday,3,5,3,1,49,Infrastructure,1
10,14,11,Monday,2,3,5,0,73,Application,0
10,44,4,Tuesday,13,1,7,1,57,Infrastructure,1
12,30,9,Monday,12,5,9,0,92,Application,1
1,81,23,Saturday,8,1,4,0,55,Infrastructure,0
13,32,6,Thursday,8,0,7,0,75,Database,0
6,70,20,Tuesday,3,2,11,0,91,Application,0
7,88,8,Sunday,13,4,4,1,90,Infrastructure,0
14,6,8,Saturday,8,0,2,0,96,Infrastructure,0
13,27,9,Sunday,11,2,7,0,47,Network,1
8,82,9,Thursday,11,1,11,0,59,Database,1
10,88,1,Saturday,6,4,3,0,62,Network,0
9,24,3,Friday,10,1,2,1,79,Network,0
2,34,7,Wednesday,9,5,2,0,53,Infrastructure,0
11,40,13,Friday,10,1,5,1,55,Application,1
10,47,16,Wednesday,13,3,7,1,77,Infrastructure,0
2,79,12,Thursday,6,2,9,0,57,Infrastructure,0
5,75,20,Thursday,8,0,4,1,79,Database,0
13,86,23,Friday,2,3,0,0,90,Database,0
5,24,17,Saturday,1,5,0,0,69,Infrastructure,0
6,65,17,Sunday,10,2,2,0,75,Database,0
3,18,12,Wednesday,10,5,11,1,75,Network,1
8,44,7,Wednesday,2,2,11,0,78,Infrastructure,0
13,76,11,Tuesday,12,2,5,1,79,Network,0
1,57,22,Monday,4,4,1,0,80,Infrastructure,0
6,28,23,Saturday,10,3,0,0,40,Network,0
4,71,20,Saturday,9,0,6,0,56,Application,0
1,23,0,Tuesday,7,3,11,1,67,Infrastructure,1
7,85,19,Thursday,9,5,1,0,46,Application,0
9,34,17,Friday,9,1,7,1,59,Application,1
13,11,2,Saturday,9,5,1,0,81,Infrastructure,0
4,86,11,Wednesday,8,2,10,1,63,Database,0
4,35,18,Tuesday,6,1,0,0,92,Infrastructure,0
6,93,12,Friday,14,3,9,0,40,Infrastructure,1
12,42,9,Sunday,11,0,1,1,57,Database,0
3,28,14,Friday,10,1,1,0,65,Network,0
13,82,19,Saturday,7,1,6,0,53,Database,1
12,78,1,Monday,2,4,0,0,58,Network,0
6,82,18,Wednesday,11,3,2,1,57,Application,0
7,92,2,Friday,1,1,4,1,96,Infrastructure,0
11,24,13,Sunday,13,3,11,1,84,Database,1
10,8,6,Wednesday,5,0,6,1,46,Database,0
10,53,7,Saturday,8,1,5,0,41,Network,0
3,72,10,Tuesday,3,0,7,0,46,Application,0
7,4,21,Sunday,7,5,0,1,67,Infrastructure,0
14,91,19,Friday,5,1,6,0,67,Database,1
3,5,5,Sunday,12,2,8,1,81,Network,0
13,97,10,Saturday,10,4,6,0,56,Application,1
13,49,16,Friday,13,4,5,1,69,Application,1
2,98,9,Sunday,8,4,8,1,60,Network,1
12,30,23,Tuesday,6,0,3,1,76,Application,0
14,72,16,Sunday,6,3,11,0,48,Network,1
10,63,20,Wednesday,7,4,9,1,75,Network,1
4,47,1,Wednesday,7,5,5,1,91,Network,0
12,26,5,Friday,4,1,5,0,61,Application,0
8,57,4,Saturday,10,1,9,0,54,Infrastructure,0
13,37,3,Tuesday,12,2,2,0,53,Infrastructure,0
9,98,1,Thursday,10,0,6,1,66,Database,0
7,7,11,Wednesday,10,1,0,0,57,Network,0
1,40,2,Sunday,13,1,10,1,49,Database,0
3,92,5,Thursday,8,2,7,0,87,Database,0
13,39,23,Sunday,6,2,7,1,61,Database,1
12,62,13,Friday,11,3,7,1,62,Network,1
14,92,7,Thursday,13,3,8,1,91,Database,1
9,78,20,Saturday,8,3,3,0,81,Network,0
12,53,20,Sunday,7,1,5,1,80,Application,0
1,4,13,Saturday,1,2,10,1,87,Network,0
9,82,2,Sunday,4,5,11,1,44,Network,1
8,25,15,Thursday,7,0,6,0,90,Network,0
1,7,14,Saturday,9,3,1,0,64,Infrastructure,0
6,28,6,Wednesday,2,5,5,0,40,Application,0
5,69,14,Friday,5,4,7,1,63,Network,1
6,67,12,Thursday,9,1,3,1,72,Infrastructure,0
10,95,5,Sunday,9,0,4,0,97,Network,0
12,20,14,Wednesday,6,1,7,1,95,Application,0
13,83,16,Sunday,7,5,2,0,76,Application,0
13,11,3,Thursday,9,3,5,0,46,Database,1
13,67,21,Sunday,14,5,0,0,63,Infrastructure,0
5,87,21,Wednesday,14,5,3,0,54,Network,0
6,7,13,Saturday,10,1,5,0,50,Network,0
5,23,14,Saturday,8,3,2,0,83,Infrastructure,0
11,61,11,Friday,14,1,0,0,56,Infrastructure,0
12,71,18,Sunday,10,3,5,1,88,Database,1
5,34,21,Saturday,6,2,2,1,62,Database,0
4,19,9,Tuesday,6,2,7,0,88,Database,0
3,58,5,Wednesday,7,2,6,1,43,Database,0
3,9,8,Wednesday,7,2,10,0,70,Application,0
4,48,1,Thursday,2,2,6,1,93,Infrastructure,0
9,82,3,Friday,9,4,11,0,73,Database,1
2,41,8,Monday,4,1,7,1,49,Network,0
9,48,14,Saturday,13,5,6,0,76,Network,1
1,45,12,Monday,13,2,4,1,49,Database,0
14,25,19,Tuesday,10,4,9,0,81,Database,1
1,78,7,Friday,9,4,7,0,98,Network,0
5,25,18,Wednesday,12,1,7,1,50,Database,0
6,19,18,Monday,11,1,10,0,70,Infrastructure,0
6,39,15,Tuesday,10,3,7,0,49,Application,0
3,79,10,Friday,3,3,11,0,82,Network,0
7,80,9,Tuesday,5,2,9,1,77,Application,0
9,27,7,Saturday,5,0,5,1,92,Database,0
11,74,0,Monday,7,3,1,1,81,Application,0
12,63,9,Thursday,12,0,7,1,47,Database,1
10,68,17,Thursday,4,5,9,1,50,Database,1
8,19,2,Friday,11,3,0,0,59,Network,0
6,28,10,Tuesday,13,5,8,0,63,Infrastructure,0
12,85,17,Wednesday,12,4,8,1,98,Application,1
8,78,2,Monday,4,4,5,1,90,Application,0
12,33,7,Thursday,13,5,9,1,46,Database,1
5,10,13,Thursday,13,4,5,0,99,Infrastructure,0
8,83,5,Tuesday,1,5,5,0,60,Database,0
10,30,14,Thursday,6,0,10,1,83,Network,1
12,22,13,Sunday,4,2,3,1,92,Network,0
4,3,6,Tuesday,11,5,0,1,45,Infrastructure,0
10,82,9,Monday,10,3,0,0,70,Application,0
8,75,14,Tuesday,10,3,0,1,51,Infrastructure,0
10,48,9,Thursday,5,0,4,1,76,Application,0
12,2,21,Tuesday,14,5,6,0,52,Application,1
2,76,16,Thursday,11,4,0,1,88,Application,0
12,54,18,Saturday,9,2,0,1,70,Database,0
12,6,16,Friday,4,3,11,1,48,Database,1
5,40,11,Thursday,1,2,10,0,66,Infrastructure,0
9,93,14,Sunday,11,2,11,0,91,Database,0
4,94,11,Sunday,9,1,5,0,92,Database,0
11,2,8,Sunday,5,2,10,0,56,Network,1
6,73,4,Sunday,10,5,1,1,90,Infrastructure,0
1,2,3,Thursday,13,1,1,0,90,Application,0
9,93,11,Thursday,12,0,11,0,47,Infrastructure,1
1,97,15,Friday,13,4,6,0,66,Database,0
5,74,8,Saturday,11,1,8,0,79,Application,0
4,98,2,Wednesday,7,2,7,1,96,Network,0
13,55,20,Thursday,3,4,1,0,97,Infrastructure,0
12,72,2,Wednesday,4,2,6,0,54,Network,1
13,60,17,Monday,12,2,4,0,78,Application,0
13,97,16,Saturday,10,1,10,0,45,Database,1
14,6,9,Tuesday,9,0,9,0,71,Network,1
3,19,1,Wednesday,10,2,11,1,87,Database,0
13,96,23,Sunday,13,5,3,0,47,Infrastructure,1
6,27,10,Saturday,1,1,11,0,74,Application,0
2,1,23,Monday,12,5,9,1,70,Database,1
3,33,2,Saturday,11,5,3,0,81,Application,0
5,40,22,Tuesday,5,2,3,1,65,Infrastructure,0
9,32,22,Thursday,8,5,8,1,81,Infrastructure,1
2,69,1,Thursday,10,4,6,1,63,Infrastructure,0
10,17,8,Sunday,7,0,6,1,90,Database,0
8,8,18,Thursday,14,2,3,1,100,Database,0
14,57,1,Friday,14,5,8,1,41,Network,1
2,42,18,Friday,4,0,7,0,80,Database,0
11,98,1,Friday,7,0,9,1,40,Database,1
13,9,14,Sunday,1,4,3,0,49,Network,1
5,87,23,Friday,6,4,5,1,97,Network,0
7,35,20,Monday,9,3,3,0,89,Infrastructure,0
8,71,2,Sunday,3,0,0,1,62,Database,0
1,79,4,Saturday,4,2,4,0,72,Database,0
6,53,10,Monday,8,4,9,1,83,Database,1
1,54,23,Thursday,12,2,10,0,76,Infrastructure,0
2,84,6,Tuesday,5,0,2,0,99,Infrastructure,0
1,25,5,Friday,5,4,0,0,96,Network,0
11,67,13,Saturday,1,3,1,1,96,Database,0
5,62,0,Tuesday,6,0,1,0,50,Application,0
10,55,16,Sunday,14,2,7,1,59,Application,1
9,46,16,Sunday,2,3,3,0,65,Network,0
6,24,13,Monday,1,0,2,1,85,Network,0
11,98,9,Friday,6,4,3,1,86,Database,1
11,46,7,Sunday,5,5,9,0,41,Network,1
1,22,7,Monday,13,0,0,0,64,Network,0
13,11,13,Monday,5,1,0,1,98,Database,0
1,48,6,Wednesday,9,2,4,1,43,Database,0
2,8,5,Saturday,12,4,6,1,58,Infrastructure,1
9,39,3,Monday,10,4,8,0,52,Network,1
3,35,0,Thursday,10,1,6,0,58,Application,0
1,49,14,Sunday,13,5,10,0,52,Infrastructure,1
5,46,14,Monday,3,3,4,0,94,Application,0
7,38,0,Friday,1,4,2,0,51,Network,0
6,8,19,Sunday,14,3,7,0,41,Infrastructure,0
12,54,2,Sunday,14,3,11,0,76,Infrastructure,1
1,37,22,Thursday,8,3,6,1,89,Database,0
5,91,4,Monday,12,5,3,1,62,Network,0
5,92,4,Thursday,5,0,0,0,94,Database,0
6,40,3,Monday,11,1,2,0,58,Network,0
3,34,16,Saturday,5,2,10,0,42,Network,0
5,96,20,Thursday,8,1,7,1,63,Network,0
7,79,19,Tuesday,8,4,1,1,62,Network,0
5,17,13,Wednesday,11,1,8,0,43,Database,0
5,33,7,Thursday,2,2,3,1,57,Network,0
5,47,1,Friday,3,0,6,0,51,Network,0
10,52,7,Wednesday,10,4,9,1,100,Infrastructure,1
10,80,0,Wednesday,10,0,11,0,74,Database,0
3,93,3,Monday,1,4,6,1,66,Infrastructure,0
1,9,18,Thursday,3,2,11,0,82,Infrastructure,0
5,33,4,Saturday,12,0,7,1,53,Network,0
14,60,4,Sunday,4,2,6,1,98,Database,0
9,93,20,Wednesday,11,2,10,0,70,Database,1
14,77,19,Friday,7,5,3,0,42,Network,1
1,21,23,Saturday,9,1,11,0,44,Infrastructure,0
3,58,18,Saturday,12,4,6,1,68,Network,0
13,85,11,Friday,5,3,4,0,78,Application,1
13,69,19,Sunday,12,3,11,0,91,Application,1
4,10,0,Friday,1,0,9,0,56,Network,0
14,6,6,Monday,2,2,6,0,58,Network,1
1,13,16,Tuesday,10,1,2,1,74,Infrastructure,0
1,65,1,Sunday,2,4,9,0,72,Database,0
8,20,10,Thursday,9,0,10,0,47,Database,0
2,57,6,Wednesday,10,2,6,1,91,Network,0
12,46,16,Thursday,7,5,6,0,76,Network,1
8,8,2,Saturday,2,3,1,0,74,Network,0
7,10,21,Wednesday,1,3,7,0,59,Database,0
10,73,5,Sunday,5,4,6,0,56,Network,1
10,67,21,Monday,12,4,8,0,84,Infrastructure,1
2,11,10,Thursday,1,4,11,0,52,Database,1
6,12,17,Monday,9,0,3,0,43,Application,0
6,10,17,Monday,3,4,8,1,89,Application,1
3,25,21,Sunday,2,0,0,1,97,Network,0
11,49,9,Thursday,14,1,4,0,69,Network,0
2,49,4,Thursday,13,2,9,0,45,Database,0
12,89,22,Sunday,6,3,6,1,41,Infrastructure,1
1,11,22,Sunday,3,0,3,0,54,Application,0
6,62,20,Wednesday,5,2,6,1,96,Network,0
12,36,23,Saturday,10,5,11,1,73,Database,1
5,39,21,Saturday,14,4,8,0,91,Network,0
14,53,14,Sunday,8,3,4,1,100,Database,1
14,90,20,Friday,10,5,4,1,59,Application,1
11,78,19,Monday,2,0,1,0,55,Infrastructure,0
9,56,22,Saturday,12,4,4,0,99,Infrastructure,0
1,1,3,Tuesday,13,2,7,0,82,Application,0
7,56,20,Sunday,5,1,3,0,88,Infrastructure,0
5,4,20,Sunday,11,2,1,0,68,Database,0
5,30,0,Wednesday,8,0,7,0,66,Infrastructure,0
14,12,14,Sunday,1,1,3,0,94,Network,0
2,35,16,Wednesday,10,1,4,0,40,Application,0
11,77,18,Friday,10,4,11,0,52,Application,1
3,52,13,Friday,14,2,6,0,79,Network,0
7,31,18,Sunday,11,0,10,0,71,Application,0
6,87,17,Monday,13,5,4,1,42,Database,1
12,68,1,Wednesday,12,5,9,1,53,Database,1
2,52,5,Wednesday,13,1,3,1,95,Database,0
6,80,12,Tuesday,12,4,6,0,95,Network,0
2,7,16,Monday,4,5,3,0,97,Application,0
2,22,5,Monday,5,1,9,1,67,Infrastructure,0
2,93,20,Saturday,14,2,11,1,85,Network,0
14,75,21,Friday,10,5,3,1,65,Database,1
11,56,4,Saturday,12,3,1,1,60,Application,0
3,97,6,Monday,14,0,4,1,85,Application,0
2,58,0,Sunday,11,3,7,1,90,Network,0
4,93,12,Tuesday,3,2,3,0,50,Database,0
9,64,18,Sunday,12,3,10,1,66,Network,1
6,12,21,Sunday,2,2,1,1,83,Network,0
1,7,0,Monday,12,2,8,0,98,Infrastructure,0
8,55,12,Saturday,3,4,5,0,96,Database,0
12,62,10,Thursday,11,3,2,1,40,Infrastructure,1
14,90,6,Sunday,5,1,9,0,72,Network,1
7,73,19,Sunday,7,2,10,1,85,Network,1
10,98,2,Thursday,2,3,4,1,57,Application,1
3,77,0,Tuesday,13,1,5,0,100,Application,0
1,55,7,Friday,14,0,8,0,97,Application,0
5,36,16,Wednesday,7,1,4,0,93,Infrastructure,0
13,89,12,Monday,6,3,8,1,41,Network,1
4,24,13,Saturday,14,3,0,1,43,Database,0
10,44,4,Friday,7,1,11,0,93,Network,1
8,17,23,Saturday,7,1,9,1,89,Database,1
1,2,21,Friday,9,5,3,1,43,Infrastructure,0
10,13,22,Monday,7,2,0,0,94,Database,0
1,31,23,Wednesday,14,3,1,0,56,Infrastructure,0
12,93,5,Monday,12,2,1,1,87,Database,0
4,28,21,Wednesday,13,2,9,1,55,Database,0
8,60,5,Saturday,6,0,10,0,48,Infrastructure,0
5,27,20,Tuesday,10,3,4,0,65,Database,0
2,15,7,Wednesday,8,2,0,0,49,Network,0
6,95,12,Friday,7,0,9,0,46,Application,0
5,79,17,Tuesday,6,5,2,0,48,Application,0
2,33,22,Saturday,4,2,10,1,94,Infrastructure,0
13,20,3,Thursday,7,2,5,0,87,Database,0
14,42,16,Tuesday,12,5,0,1,66,Infrastructure,1
11,12,4,Wednesday,8,3,11,1,71,Infrastructure,1
11,73,2,Tuesday,8,1,10,1,88,Database,1
11,23,3,Saturday,12,5,0,1,62,Application,0
3,72,22,Tuesday,12,1,2,0,66,Network,0
9,96,4,Saturday,4,3,8,1,64,Application,1
7,14,13,Thursday,10,1,1,1,68,Database,0
7,91,14,Wednesday,9,4,11,0,63,Application,1
11,25,19,Sunday,3,1,5,1,55,Infrastructure,1
6,77,16,Friday,9,5,2,0,55,Infrastructure,0
